NIK,nama,tempat_lahir,tanggal_lahir,jenis_kelamin,golongan_darah,alamat,agama,status_perkawinan,pekerjaan,kewarganegaraan
6465515442673854,Elma Santoso,Cilegon,1955-10-24,Laki-Laki,O,"Gang Pasirkoja No. 242
Bau-Bau, Gorontalo 64816",Hindu,cerai,Pelajar,WNA
7951285945172937,"Zelaya Hidayat, M.M.",Blitar,2003-09-20,Perempuan,B,"Jl. Suryakencana No. 01
Tidore Kepulauan, GO 58420",Katolik,cerai,Mahasiswa,WNI
6872924999654362,"drg. Amelia Mardhiyah, S.IP",Kotamobagu,1914-09-28,Laki-Laki,B,"Jalan Setiabudhi No. 6
Kota Administrasi Jakarta Timur, Sumatera Selatan 14574",Katolik,cerai,Karyawan Swasta,WNI
6334741725020766,Devi Rahimah,Singkawang,1943-10-24,Laki-Laki,O,"Gang Suryakencana No. 4
Kota Administrasi Jakarta Timur, KR 97135",Konghucu,belum menikah,Wiraswasta,WNI
4003809531094463,Martana Hartati,Sibolga,2002-09-28,Perempuan,B,"Gg. HOS. Cokroaminoto No. 270
Meulaboh, Aceh 80464",Islam,belum menikah,Wiraswasta,WNI
3576316548718165,Siska Wulandari,Blitar,1997-07-02,Laki-Laki,B,"Gg. Jend. A. Yani No. 570
Mataram, DI Yogyakarta 68863",Konghucu,belum menikah,Karyawan Swasta,WNA
7615996854155001,Lukita Latupono,Sawahlunto,1974-04-11,Laki-Laki,O,"Gg. KH Amin Jasuta No. 9
Kota Administrasi Jakarta Utara, Kalimantan Timur 87112",Konghucu,cerai,Pelajar,WNI
8460578925209725,"Ellis Sudiati, S.H.",Tangerang,2009-09-04,Laki-Laki,B,"Jalan Abdul Muis No. 456
Bima, Kepulauan Riau 47454",Katolik,menikah,Tidak Bekerja,WNI
7159578172204864,Niyaga Waluyo,Palopo,1972-01-14,Laki-Laki,AB,"Jl. Moch. Toha No. 99
Padang Sidempuan, Gorontalo 53964",Konghucu,menikah,Mahasiswa,WNI
4493706943795591,Farhunnisa Prakasa,Langsa,1990-04-01,Laki-Laki,AB,"Gang Setiabudhi No. 9
Pekanbaru, Nusa Tenggara Barat 76677",Konghucu,belum menikah,Wiraswasta,WNI
2170808282617989,Hani Anggraini,Banda Aceh,2016-08-23,Laki-Laki,B,"Gang Pelajar Pejuang No. 0
Padang, Jawa Timur 37837",Islam,belum menikah,Karyawan Swasta,WNA
0439301865848766,Rafi Waluyo,Bau-Bau,1934-11-19,Laki-Laki,O,"Jalan R.E Martadinata No. 051
Bandar Lampung, Sumatera Barat 65981",Hindu,cerai,Tidak Bekerja,WNA
8704898660715319,Dr. Lintang Mandala,Prabumulih,1939-05-06,Laki-Laki,A,"Jalan Ronggowarsito No. 9
Pontianak, JT 33699",Hindu,cerai,Wiraswasta,WNA
4629336015775252,Ade Permadi,Makassar,1936-02-13,Perempuan,A,"Jalan Sentot Alibasa No. 43
Pangkalpinang, Sulawesi Barat 15719",Buddha,menikah,PNS,WNI
2482031091173033,Hj. Salsabila Gunarto,Padangpanjang,2018-12-12,Perempuan,A,"Jl. Pelajar Pejuang No. 343
Mojokerto, Lampung 25178",Konghucu,menikah,Mahasiswa,WNA
5555672265494866,"drg. Ciaobella Habibi, S.Pt",Kupang,1923-12-05,Perempuan,O,"Gang Jakarta No. 1
Sorong, YO 30126",Islam,menikah,Karyawan Swasta,WNA
3489374597903042,Tgk. Ika Susanti,Madiun,1992-07-30,Laki-Laki,AB,"Jalan Moch. Toha No. 5
Padang, Papua 09059",Islam,belum menikah,Wiraswasta,WNA
0648218718802824,Sarah Sihombing,Dumai,1917-03-15,Laki-Laki,O,"Jalan Sukabumi No. 5
Parepare, BA 20653",Katolik,belum menikah,Tidak Bekerja,WNI
5046305008504812,"Septi Rajasa, M.TI.",Mojokerto,1933-12-03,Laki-Laki,O,"Gang Ronggowarsito No. 8
Serang, SS 39898",Konghucu,menikah,Wiraswasta,WNA
7663891892873647,Galih Gunawan,Balikpapan,1973-10-23,Perempuan,O,"Jalan Cikapayang No. 238
Pariaman, Kalimantan Timur 53148",Buddha,cerai,Pelajar,WNA
2078445254489306,Carla Tarihoran,Bengkulu,1960-03-18,Perempuan,AB,"Gang Kutai No. 457
Bandung, SR 13028",Konghucu,belum menikah,Karyawan Swasta,WNI
7540689325235823,Taswir Aryani,Palembang,1909-09-05,Perempuan,A,"Gang Suryakencana No. 165
Batam, KS 00973",Hindu,belum menikah,Mahasiswa,WNI
8701921100938363,Ilyas Sudiati,Yogyakarta,1953-08-08,Laki-Laki,AB,"Jalan HOS. Cokroaminoto No. 00
Manado, SR 37088",Islam,belum menikah,Wiraswasta,WNA
7199235674766202,Martani Kuswoyo,Bukittinggi,1926-02-23,Perempuan,AB,"Jl. Pacuan Kuda No. 30
Subulussalam, Kepulauan Bangka Belitung 91106",Hindu,belum menikah,Pelajar,WNI
1443463767788284,Adiarja Maryadi,Balikpapan,1977-11-10,Laki-Laki,B,"Jalan Joyoboyo No. 65
Semarang, Sulawesi Tengah 60787",Islam,belum menikah,Mahasiswa,WNI
7116378926297296,Viman Widiastuti,Palu,2019-02-28,Laki-Laki,B,"Gg. H.J Maemunah No. 904
Magelang, Sulawesi Selatan 21894",Konghucu,cerai,Karyawan Swasta,WNA
4857930687466506,Langgeng Wahyuni,Prabumulih,1931-12-17,Perempuan,B,"Jl. Merdeka No. 121
Banjarbaru, SB 91221",Katolik,belum menikah,Mahasiswa,WNI
1484456079758852,Faizah Siregar,Tomohon,1931-06-30,Perempuan,A,"Jalan Jamika No. 589
Kediri, LA 96925",Hindu,menikah,Mahasiswa,WNA
9014367031853436,T. Anom Kuswoyo,Pangkalpinang,1962-08-06,Laki-Laki,AB,"Gg. Yos Sudarso No. 010
Pekalongan, KR 73983",Hindu,belum menikah,PNS,WNI
4764105512521327,"Tgk. Kusuma Anggraini, S.IP",Tual,1938-12-24,Laki-Laki,AB,"Gg. Sentot Alibasa No. 464
Lhokseumawe, NT 38251",Hindu,menikah,Tidak Bekerja,WNI
0589760607189337,"Usman Salahudin, S.Pd",Sabang,1943-01-24,Laki-Laki,B,"Gang Moch. Toha No. 8
Ternate, SS 05888",Konghucu,menikah,Wiraswasta,WNI
9585871001332307,Karimah Sudiati,Gorontalo,1922-04-07,Laki-Laki,O,"Jl. Erlangga No. 5
Palu, Papua 38819",Katolik,cerai,Pelajar,WNA
1369841385489925,Gamanto Hidayat,Solok,1957-09-24,Laki-Laki,A,"Jalan Jayawijaya No. 8
Palopo, Kalimantan Utara 15170",Kristen,cerai,Pelajar,WNI
1015033286388443,Lutfan Firmansyah,Kota Administrasi Jakarta Barat,1969-08-04,Perempuan,A,"Gang Pacuan Kuda No. 441
Lhokseumawe, YO 97825",Islam,cerai,Pelajar,WNI
7160883071750060,Wirda Hutapea,Tanjungbalai,1949-01-17,Perempuan,AB,"Jl. Jamika No. 548
Tarakan, Sumatera Selatan 86269",Katolik,cerai,Wiraswasta,WNA
9915685875024647,Prayogo Nuraini,Kota Administrasi Jakarta Pusat,1976-09-18,Perempuan,AB,"Gang Pelajar Pejuang No. 5
Pekalongan, Papua Barat 01318",Hindu,cerai,Pelajar,WNA
2323923566663274,"Karimah Nurdiyanti, S.Ked",Payakumbuh,2017-05-27,Laki-Laki,AB,"Gang Dr. Djunjunan No. 594
Parepare, Sulawesi Tengah 35467",Konghucu,cerai,Wiraswasta,WNI
2070411491081085,"dr. Yono Widiastuti, S.E.I",Kediri,1945-09-03,Laki-Laki,B,"Gang Raya Ujungberung No. 46
Singkawang, Kepulauan Riau 46957",Hindu,belum menikah,Pelajar,WNA
9745732291237031,Uli Rahimah,Metro,1915-08-02,Laki-Laki,A,"Jl. Dipenogoro No. 41
Cimahi, Sulawesi Barat 45411",Islam,menikah,Karyawan Swasta,WNI
3273140108336268,Tirta Manullang,Gorontalo,1968-01-22,Laki-Laki,O,"Gg. Kutisari Selatan No. 05
Kendari, Aceh 36711",Kristen,belum menikah,Mahasiswa,WNI
4633462182512118,Putri Sitorus,Mojokerto,1911-04-15,Laki-Laki,AB,"Gg. Rungkut Industri No. 6
Yogyakarta, NB 34320",Islam,belum menikah,Mahasiswa,WNA
4310810694257332,Dian Siregar,Binjai,1954-05-19,Perempuan,A,"Jalan K.H. Wahid Hasyim No. 39
Kediri, Papua 23226",Hindu,belum menikah,Wiraswasta,WNI
9499644860904082,"Sutan Wira Irawan, S.T.",Pasuruan,2021-07-03,Perempuan,O,"Jalan Waringin No. 37
Bengkulu, Sumatera Utara 99858",Buddha,cerai,Wiraswasta,WNI
7551895853086152,Raina Uwais,Meulaboh,1967-05-20,Laki-Laki,B,"Jl. Pasir Koja No. 21
Kotamobagu, JI 03125",Islam,cerai,Pelajar,WNI
6992792596721537,"Hj. Ella Mustofa, S.H.",Padangpanjang,1974-09-09,Perempuan,AB,"Gang Ronggowarsito No. 9
Bandung, Kepulauan Riau 07314",Konghucu,cerai,Pelajar,WNA
9176092621887658,Bella Januar,Probolinggo,1925-11-12,Laki-Laki,B,"Gang M.T Haryono No. 62
Padangpanjang, Jawa Barat 46418",Islam,menikah,Mahasiswa,WNA
3865755900480315,"Zulaikha Wijayanti, M.Farm",Tangerang Selatan,1959-06-04,Laki-Laki,A,"Gg. Kutai No. 196
Depok, Kalimantan Timur 97662",Konghucu,cerai,Wiraswasta,WNI
9930377228776195,Raina Nasyiah,Salatiga,1965-06-15,Perempuan,O,"Gang Rawamangun No. 696
Solok, SU 17752",Islam,belum menikah,Tidak Bekerja,WNI
3095762765332824,T. Bakiman Mayasari,Sorong,1942-09-03,Laki-Laki,B,"Jalan M.T Haryono No. 3
Ambon, Sumatera Barat 89906",Katolik,cerai,Mahasiswa,WNI
1625201167479879,Nurul Sudiati,Langsa,2004-01-04,Perempuan,O,"Gg. Ir. H. Djuanda No. 8
Tomohon, KI 70747",Konghucu,belum menikah,Mahasiswa,WNI
9454856855279230,Aurora Damanik,Binjai,1997-10-21,Perempuan,A,"Jalan R.E Martadinata No. 21
Bima, MA 35504",Katolik,cerai,Tidak Bekerja,WNI
0728881739466350,Garang Dabukke,Yogyakarta,2001-12-20,Perempuan,O,"Jalan H.J Maemunah No. 189
Pematangsiantar, Kepulauan Riau 86023",Hindu,cerai,Karyawan Swasta,WNI
9928775357110636,Ira Safitri,Cilegon,2022-12-04,Laki-Laki,B,"Jl. K.H. Wahid Hasyim No. 66
Mataram, DKI Jakarta 32284",Katolik,menikah,Mahasiswa,WNI
6724673422871856,Asmianto Habibi,Depok,1977-10-03,Perempuan,A,"Gang Moch. Ramdan No. 6
Payakumbuh, KT 04915",Hindu,menikah,Wiraswasta,WNI
0886347532356841,"H. Kawaca Maryadi, S.Kom",Denpasar,1963-06-17,Laki-Laki,A,"Gang Moch. Ramdan No. 4
Bandung, AC 03371",Kristen,menikah,Wiraswasta,WNA
5207653497003546,"Aurora Jailani, M.M.",Malang,1950-01-02,Laki-Laki,O,"Jalan S. Parman No. 001
Mataram, JK 37768",Kristen,cerai,PNS,WNA
1678297898739110,"Pandu Padmasari, S.I.Kom",Batu,1960-05-20,Laki-Laki,B,"Jl. Siliwangi No. 332
Bima, BA 34625",Kristen,cerai,Wiraswasta,WNA
1436330747885225,Harsaya Sudiati,Cilegon,1915-08-07,Laki-Laki,B,"Gang K.H. Wahid Hasyim No. 259
Sibolga, AC 93311",Hindu,menikah,Karyawan Swasta,WNA
0186591453197218,R. Zamira Waluyo,Palangkaraya,1967-03-24,Perempuan,B,"Gang Jakarta No. 5
Kota Administrasi Jakarta Utara, Sulawesi Barat 61896",Buddha,menikah,Tidak Bekerja,WNA
9012111435349443,Titin Pratama,Kota Administrasi Jakarta Barat,1960-05-14,Perempuan,AB,"Gg. Siliwangi No. 00
Madiun, Bali 18835",Katolik,cerai,Karyawan Swasta,WNI
4425321100419605,Hesti Hastuti,Tangerang,1987-01-15,Perempuan,A,"Gg. Erlangga No. 8
Palu, BA 32552",Hindu,cerai,Karyawan Swasta,WNA
4246045075591870,Anita Ardianto,Samarinda,1948-02-26,Laki-Laki,O,"Jl. Dipenogoro No. 65
Cilegon, Sulawesi Selatan 68820",Kristen,menikah,Pelajar,WNA
7347467706147064,Ophelia Nuraini,Banjarmasin,2021-11-15,Laki-Laki,A,"Gang H.J Maemunah No. 17
Ambon, Maluku Utara 91738",Katolik,belum menikah,Wiraswasta,WNI
6622813382337814,Kayla Saragih,Sorong,1975-08-06,Laki-Laki,AB,"Jl. Cihampelas No. 5
Bogor, Bengkulu 64329",Konghucu,belum menikah,Karyawan Swasta,WNA
3982268722314321,"Juli Wacana, S.Ked",Kota Administrasi Jakarta Utara,2004-04-28,Perempuan,B,"Jalan BKR No. 868
Pekanbaru, KU 57033",Kristen,belum menikah,Karyawan Swasta,WNI
0281576304395193,Adhiarja Safitri,Serang,1974-11-07,Perempuan,AB,"Gang Tebet Barat Dalam No. 82
Tarakan, BT 62706",Islam,cerai,Pelajar,WNI
5320286785866546,Suci Putra,Bogor,1982-06-10,Perempuan,A,"Gg. Cihampelas No. 4
Bontang, RI 01092",Hindu,menikah,Tidak Bekerja,WNA
8693855447600880,Raharja Saragih,Ternate,2000-01-19,Perempuan,AB,"Jl. Gegerkalong Hilir No. 44
Lubuklinggau, Sumatera Selatan 13760",Kristen,menikah,Mahasiswa,WNI
8372738749797133,Maya Susanti,Medan,1979-07-18,Laki-Laki,AB,"Gg. Jend. Sudirman No. 179
Yogyakarta, BT 38837",Islam,cerai,Pelajar,WNI
5946941840250846,Kambali Oktaviani,Bogor,1910-10-11,Perempuan,A,"Gang R.E Martadinata No. 20
Bau-Bau, Jawa Tengah 00474",Islam,belum menikah,Tidak Bekerja,WNA
8304730592470432,Mariadi Firmansyah,Bandar Lampung,1977-12-22,Laki-Laki,B,"Gg. W.R. Supratman No. 52
Palangkaraya, Bengkulu 79920",Kristen,cerai,Pelajar,WNI
5313663026975674,Shakila Widiastuti,Sukabumi,1981-05-29,Perempuan,B,"Gang Moch. Ramdan No. 63
Malang, Sulawesi Selatan 59306",Hindu,cerai,Karyawan Swasta,WNA
5529366332777827,Rachel Kusumo,Balikpapan,1974-05-08,Perempuan,AB,"Gang Kutisari Selatan No. 3
Bandar Lampung, Kalimantan Tengah 49253",Islam,menikah,Mahasiswa,WNA
8392757344887236,drg. Bagus Puspita,Magelang,1990-01-03,Laki-Laki,O,"Gang Abdul Muis No. 229
Tegal, Papua 03194",Katolik,cerai,Karyawan Swasta,WNA
3186651108049150,Jamalia Latupono,Sungai Penuh,1959-04-27,Perempuan,O,"Gg. Ir. H. Djuanda No. 78
Pekanbaru, Kalimantan Utara 31651",Katolik,cerai,PNS,WNI
5221873818972674,Ihsan Namaga,Salatiga,1942-12-11,Laki-Laki,A,"Jalan Dipenogoro No. 90
Tidore Kepulauan, Kalimantan Timur 46456",Buddha,belum menikah,PNS,WNI
1287506507019868,"Tedi Siregar, S.T.",Salatiga,1978-04-19,Laki-Laki,AB,"Gg. Lembong No. 07
Bengkulu, ST 09586",Katolik,menikah,Tidak Bekerja,WNA
7518708950056955,"drg. Maya Marpaung, S.Gz",Ambon,2014-10-18,Perempuan,AB,"Gg. Rumah Sakit No. 54
Gorontalo, Banten 73841",Hindu,belum menikah,Mahasiswa,WNI
5319760863889578,Nalar Namaga,Padang Sidempuan,1985-03-04,Laki-Laki,O,"Gg. S. Parman No. 46
Padangpanjang, Bali 82952",Kristen,cerai,Karyawan Swasta,WNI
7945270940443608,Estiono Rahayu,Jambi,1939-04-18,Laki-Laki,B,"Jalan Dipatiukur No. 056
Mataram, MA 85856",Hindu,cerai,Karyawan Swasta,WNI
3817373146734228,Mujur Usamah,Madiun,2018-02-10,Perempuan,O,"Jl. Bangka Raya No. 383
Salatiga, Kalimantan Utara 80454",Islam,menikah,Tidak Bekerja,WNA
2938443424756018,Kayun Yulianti,Pekalongan,1997-05-10,Perempuan,A,"Gg. Rajiman No. 2
Medan, JI 33317",Buddha,belum menikah,Wiraswasta,WNA
2491645518273226,Gina Manullang,Prabumulih,1956-05-15,Laki-Laki,B,"Gg. R.E Martadinata No. 00
Tegal, KT 97275",Hindu,menikah,PNS,WNA
4359815337501184,"KH. Garang Utami, S.IP",Solok,1970-04-25,Perempuan,O,"Gang Moch. Ramdan No. 000
Metro, Nusa Tenggara Timur 33465",Katolik,cerai,PNS,WNA
0751469629592692,Titin Lazuardi,Mataram,1939-11-16,Laki-Laki,B,"Gg. Asia Afrika No. 2
Denpasar, RI 03767",Hindu,cerai,Tidak Bekerja,WNI
5080880856857828,Lukita Dabukke,Sungai Penuh,1943-03-15,Laki-Laki,AB,"Jl. Moch. Ramdan No. 44
Madiun, KI 89790",Katolik,cerai,PNS,WNI
0266794336375624,Dimaz Laksita,Dumai,1955-03-03,Laki-Laki,B,"Jl. Kendalsari No. 006
Cilegon, KT 42807",Hindu,cerai,Pelajar,WNA
6784330669582570,"R.M. Jindra Hidayanto, S.IP",Prabumulih,1999-04-17,Perempuan,O,"Jl. M.T Haryono No. 6
Binjai, Papua Barat 43099",Kristen,cerai,Mahasiswa,WNI
0526413130367382,Kezia Waluyo,Bengkulu,1998-11-25,Perempuan,B,"Jalan Rajawali Barat No. 6
Blitar, YO 96852",Buddha,belum menikah,Karyawan Swasta,WNA
8705249571819077,Malik Uwais,Bitung,1937-08-03,Perempuan,A,"Gang Kapten Muslihat No. 06
Magelang, Sulawesi Barat 40020",Islam,belum menikah,Wiraswasta,WNA
6712977146699412,Ilyas Astuti,Balikpapan,1981-07-20,Laki-Laki,B,"Gang M.T Haryono No. 98
Mataram, AC 78368",Islam,menikah,Mahasiswa,WNA
1886768741241409,"Dt. Mahmud Suartini, S.T.",Sukabumi,1990-11-11,Laki-Laki,O,"Jalan Erlangga No. 1
Prabumulih, JB 76422",Islam,cerai,Wiraswasta,WNI
6320756390560360,Alika Wulandari,Bandung,1916-05-30,Laki-Laki,O,"Jl. Jend. Sudirman No. 83
Pekalongan, KT 57452",Konghucu,menikah,Mahasiswa,WNI
4827551423080194,Vinsen Suryono,Bengkulu,1915-05-10,Laki-Laki,A,"Jalan Kutisari Selatan No. 62
Padang, Riau 39240",Islam,menikah,Wiraswasta,WNA
5802997758154005,Cemeti Astuti,Medan,1931-02-12,Perempuan,A,"Jalan Ronggowarsito No. 26
Sawahlunto, JK 10122",Konghucu,menikah,PNS,WNI
0906305728815965,Emil Lazuardi,Cirebon,2015-07-22,Laki-Laki,AB,"Gg. H.J Maemunah No. 2
Sorong, Sumatera Barat 00350",Katolik,belum menikah,Mahasiswa,WNA
7861913143078073,"Luthfi Hidayanto, M.Ak",Pangkalpinang,1966-05-04,Perempuan,AB,"Gang Ahmad Yani No. 219
Pangkalpinang, BB 40652",Konghucu,menikah,Wiraswasta,WNI
3697568181034822,Titin Irawan,Sukabumi,1962-09-10,Laki-Laki,AB,"Jl. Erlangga No. 7
Yogyakarta, Maluku Utara 14191",Konghucu,cerai,PNS,WNA
8220458711298085,Talia Maulana,Surabaya,1964-01-22,Perempuan,O,"Jalan Otto Iskandardinata No. 224
Palangkaraya, YO 81144",Islam,belum menikah,Tidak Bekerja,WNI
0397019536360382,Nadia Napitupulu,Pagaralam,1961-12-10,Laki-Laki,B,"Gg. Siliwangi No. 8
Tomohon, BE 68825",Katolik,cerai,Pelajar,WNI
7705121614695508,Tgk. Endah Megantara,Mojokerto,2005-11-08,Laki-Laki,AB,"Gang Rajiman No. 99
Pontianak, Sulawesi Tenggara 03601",Katolik,menikah,Pelajar,WNA
7701701523813851,Harjaya Uyainah,Sukabumi,1943-08-02,Laki-Laki,O,"Jalan Cikapayang No. 3
Sukabumi, Sulawesi Selatan 85766",Kristen,belum menikah,Karyawan Swasta,WNI
8401602469924932,"R.A. Raisa Marbun, S.Farm",Kendari,1935-10-15,Perempuan,O,"Jl. Raya Ujungberung No. 131
Kota Administrasi Jakarta Barat, Jambi 02681",Katolik,cerai,Wiraswasta,WNA
7413355692337818,Yani Rajata,Semarang,1979-12-25,Laki-Laki,A,"Jalan Ahmad Yani No. 22
Pekalongan, Sumatera Selatan 45524",Konghucu,belum menikah,Tidak Bekerja,WNA
6911482863500060,Cengkir Wahyuni,Pontianak,1948-10-12,Laki-Laki,A,"Jl. Tebet Barat Dalam No. 7
Malang, Papua 85215",Buddha,menikah,PNS,WNA
6732891141578149,Ratna Winarsih,Semarang,1972-05-19,Perempuan,AB,"Jl. Cikapayang No. 314
Sabang, DKI Jakarta 54710",Katolik,menikah,Mahasiswa,WNI
3565547827589390,Tgk. Amalia Permadi,Magelang,1916-07-27,Perempuan,B,"Gang Ir. H. Djuanda No. 586
Banjarmasin, Jawa Barat 33063",Buddha,menikah,Karyawan Swasta,WNA
2010364198058325,Michelle Lazuardi,Bengkulu,2018-09-21,Laki-Laki,B,"Jalan Ahmad Dahlan No. 71
Lubuklinggau, Bengkulu 35554",Buddha,cerai,Mahasiswa,WNA
5468363155421053,Gina Wijaya,Parepare,1934-09-03,Perempuan,A,"Jalan Suniaraja No. 05
Tanjungpinang, Gorontalo 90105",Konghucu,cerai,PNS,WNI
5455126765766428,Diah Wibisono,Pekalongan,1924-10-18,Perempuan,AB,"Gg. Tubagus Ismail No. 458
Tomohon, LA 85255",Buddha,cerai,Mahasiswa,WNA
1126416345457363,Dr. Prabowo Hutagalung,Surabaya,1955-09-23,Laki-Laki,A,"Gg. Ciwastra No. 786
Depok, SR 54285",Konghucu,cerai,Mahasiswa,WNI
3237439028994072,Nasim Wijayanti,Tidore Kepulauan,1958-10-23,Perempuan,A,"Jl. H.J Maemunah No. 750
Sawahlunto, Kalimantan Timur 07313",Buddha,menikah,Mahasiswa,WNA
5664501041484233,Ratih Rajata,Madiun,1958-05-27,Laki-Laki,B,"Gg. Suniaraja No. 276
Lhokseumawe, Nusa Tenggara Timur 44370",Kristen,menikah,Mahasiswa,WNA
3063042320283558,Yono Mayasari,Jayapura,1998-08-16,Perempuan,B,"Jl. Asia Afrika No. 32
Balikpapan, SG 64787",Katolik,menikah,Pelajar,WNA
0202306912361826,Ganep Tamba,Medan,1991-12-28,Perempuan,B,"Gang Monginsidi No. 9
Magelang, YO 34161",Konghucu,menikah,Wiraswasta,WNA
8545548987513461,"Vino Oktaviani, M.TI.",Palopo,1910-09-12,Perempuan,AB,"Gang Pasir Koja No. 2
Meulaboh, Lampung 43545",Islam,cerai,Mahasiswa,WNA
1618636668332464,Bakda Anggriawan,Dumai,1996-03-15,Perempuan,B,"Gg. Kutai No. 1
Parepare, Lampung 37588",Kristen,cerai,Pelajar,WNA
5873723410785236,KH. Asirwada Wijayanti,Tomohon,2008-08-21,Perempuan,AB,"Gg. Pasir Koja No. 18
Mojokerto, Kalimantan Utara 03978",Islam,cerai,Pelajar,WNI
8484045948196955,Siti Hardiansyah,Kotamobagu,2014-08-23,Perempuan,AB,"Gang Cihampelas No. 7
Surabaya, Jawa Timur 48694",Buddha,cerai,Karyawan Swasta,WNA
6146696941587689,"Malika Wasita, S.Farm",Lubuklinggau,2018-11-18,Laki-Laki,A,"Gang Gardujati No. 677
Singkawang, Kalimantan Timur 01370",Kristen,belum menikah,Mahasiswa,WNI
0539397765733217,Eva Farida,Surakarta,1951-05-14,Laki-Laki,A,"Jalan Ronggowarsito No. 391
Pagaralam, SS 86196",Islam,menikah,Pelajar,WNI
9145189171997023,"Adikara Ramadan, S.T.",Pekanbaru,1927-04-23,Laki-Laki,B,"Jl. Cikutra Barat No. 16
Prabumulih, SS 03369",Islam,menikah,PNS,WNI
9446220549682882,"Tgk. Panji Samosir, S.T.",Denpasar,1926-06-10,Laki-Laki,AB,"Jl. Bangka Raya No. 61
Mataram, BT 83989",Islam,belum menikah,Wiraswasta,WNI
1496699632408093,"Putri Hutapea, S.IP",Bogor,1935-07-21,Laki-Laki,B,"Jalan Waringin No. 61
Malang, Kalimantan Timur 63976",Konghucu,cerai,PNS,WNA
1665059803300910,"Hj. Wulan Setiawan, M.TI.",Cirebon,1980-08-08,Laki-Laki,AB,"Jalan Gardujati No. 993
Probolinggo, Kalimantan Utara 79082",Konghucu,belum menikah,PNS,WNI
0033113110355512,Janet Budiyanto,Jambi,1953-10-19,Perempuan,AB,"Jalan Setiabudhi No. 31
Surabaya, Maluku 12750",Kristen,cerai,Karyawan Swasta,WNA
6585000726273759,"Puspa Salahudin, M.Pd",Palu,1985-08-18,Perempuan,AB,"Jl. Pasirkoja No. 9
Mataram, Kalimantan Tengah 99308",Konghucu,belum menikah,Mahasiswa,WNI
8236798394371617,Emil Habibi,Payakumbuh,1955-10-20,Perempuan,O,"Jalan M.T Haryono No. 350
Surakarta, Banten 18102",Katolik,belum menikah,Tidak Bekerja,WNA
3429763828081942,"Chelsea Rajasa, S.I.Kom",Surabaya,2016-06-13,Laki-Laki,A,"Gang Pasir Koja No. 263
Purwokerto, Bengkulu 85973",Islam,belum menikah,PNS,WNA
5798495751080553,Hj. Rina Gunawan,Mataram,1986-12-24,Perempuan,A,"Jalan Rajiman No. 44
Banjarbaru, Papua Barat 89360",Buddha,belum menikah,Wiraswasta,WNI
0080408782997383,Siska Prastuti,Singkawang,1938-03-05,Laki-Laki,O,"Jalan Gedebage Selatan No. 49
Pematangsiantar, Sulawesi Utara 81293",Kristen,cerai,PNS,WNA
4231938280897119,"Warta Nuraini, S.Pd",Tarakan,1997-11-23,Laki-Laki,O,"Gang Cihampelas No. 1
Cilegon, Lampung 65175",Islam,cerai,Pelajar,WNI
4032362326427657,Endra Suryatmi,Denpasar,2014-08-26,Perempuan,B,"Jl. Stasiun Wonokromo No. 87
Pontianak, Jawa Tengah 81390",Buddha,menikah,Karyawan Swasta,WNA
6148819181886646,Raharja Pradana,Banjarmasin,1970-12-26,Perempuan,B,"Jalan KH Amin Jasuta No. 1
Payakumbuh, NB 09539",Kristen,cerai,PNS,WNA
9507472611339706,Dr. Parman Maryati,Tarakan,1920-08-26,Laki-Laki,A,"Gg. K.H. Wahid Hasyim No. 3
Padang Sidempuan, JT 81840",Buddha,menikah,Mahasiswa,WNA
0441630270515544,Ir. Reksa Saputra,Sukabumi,1925-03-28,Laki-Laki,AB,"Jl. Tubagus Ismail No. 9
Sabang, AC 13283",Islam,menikah,Tidak Bekerja,WNA
1442025127104417,Indra Winarno,Probolinggo,2002-11-07,Perempuan,AB,"Gang Setiabudhi No. 21
Pariaman, Bali 37253",Buddha,belum menikah,Mahasiswa,WNA
8999234241925151,"Ilsa Marbun, S.Gz",Tomohon,2000-10-20,Perempuan,B,"Jalan Ahmad Dahlan No. 94
Binjai, JI 97895",Konghucu,belum menikah,Wiraswasta,WNA
8816939142038077,Kenzie Santoso,Binjai,1990-01-15,Laki-Laki,B,"Jalan Kutai No. 616
Tangerang Selatan, Kalimantan Timur 61104",Islam,cerai,Mahasiswa,WNI
2145796704322280,Opung Zulkarnain,Ternate,1958-06-20,Laki-Laki,A,"Jl. BKR No. 713
Padangpanjang, Jawa Tengah 90445",Kristen,menikah,Tidak Bekerja,WNA
5711732073862039,Gatot Wijaya,Parepare,1952-11-20,Laki-Laki,AB,"Gg. Dr. Djunjunan No. 4
Depok, SS 63431",Konghucu,menikah,Karyawan Swasta,WNI
0091109888374362,Betania Nasyidah,Tebingtinggi,1939-05-15,Perempuan,A,"Gg. Jakarta No. 43
Makassar, JI 95319",Buddha,belum menikah,Wiraswasta,WNA
4505158562389440,Rachel Wibisono,Kota Administrasi Jakarta Timur,2003-06-10,Laki-Laki,AB,"Jl. Gedebage Selatan No. 86
Pangkalpinang, Sumatera Selatan 28717",Katolik,cerai,Pelajar,WNI
4426450634572873,Paiman Manullang,Banjar,1988-11-10,Laki-Laki,A,"Gang Pelajar Pejuang No. 470
Meulaboh, Jawa Tengah 69014",Islam,menikah,PNS,WNI
